id,title,type,episodes,status,score,rank,popularity,favorites,genres,image,genres_list,synopsis_clean
2113,Mini Moni Yaru no da Pyon!,TV,66,Finished Airing,4.97,13828.0,16402,1,Comedy,https://cdn.myanimelist.net/images/anime/13/17812l.jpg,['Comedy'],"The very tiny adventures of the equally tiny bright and happy J-pop group Mini Moni, without a real continued plot between each short."
2114,The Collected Animations of ICAF (2001-2006),OVA,16,Finished Airing,5.7,11838.0,17149,0,"Avant Garde, Fantasy, Mystery",https://cdn.myanimelist.net/images/anime/5/17822l.jpg,"['Avant Garde', 'Fantasy', 'Mystery']","A collection of the best entries shown at the annual Inter-College Animation Festival from 2001 to 2006. For many animation students in Japan participating in the festival is a chance to start their professional careers. The entries include works made using various animation techniques, including CGI and stop-motion. Taku Furukawa, Katayama Masahiro and Kihune Tokumitsu can be found among the judges of the festival."
2115,Komaneko no Christmas: Maigo ni Natta Present,Movie,1,Finished Airing,6.12,9611.0,16597,0,"Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/1793/112308l.jpg,"['Comedy', 'Fantasy']","Komaneko is a female kitten who lives with her grandfather in their mountain home, where Komaneko loves to make handicraft. Komaneko is looking forward to Christmas when she can see her papa and mama, and an early present arrives at her home. The present is a cute doll, but included with the doll is a letter, ""We can't be home for Christmas."" Despondent but determined, Komaneko and her friend, Rajiboo set off on an adventure together."
2116,Eve no Jikan (Movie),Movie,1,Finished Airing,7.95,768.0,1939,590,"Sci-Fi, Slice of Life",https://cdn.myanimelist.net/images/anime/9/27711l.jpg,"['Sci-Fi', 'Slice of Life']","In the Japan of the future, employing androids for various purposes is nothing out of the ordinary. However, treating androids on the same level as humans is frowned upon, and there is constant paranoia surrounding the possibility of robots defying humans, their masters. Those who appear too trustworthy of their androids are chided and labeled ""dori-kei,"" or ""android-holics."" High school student Rikuo Sakisaka notices when his house droid, Sammy, starts behaving curiously—she has been leaving the house without his instruction. When he inspects the movement logs in her database, a cryptic line grabs his attention: ""Are you enjoying the time of EVE?"" Accompanied by his friend Masakazu Masaki, Rikuo tracks the whereabouts of his houseroid to a cafe called Time of Eve, where it is forbidden for customers to display prejudice against one another. The cafe, Rikuo realizes, is frequented by both man and machine, with no evidence to tell either apart. Each customer—from the cheerful Akiko, to a robot dangerously close to breaking down—has their own story and challenges to overcome. While Rikuo tries to reveal Sammy's intentions, he begins to question the legitimacy of the fear that drives humans to regard androids as nothing more than mere tools. [Written by MAL Rewrite]"
2117,Hashire!,ONA,1,Finished Airing,5.79,11409.0,14042,0,Comedy,https://cdn.myanimelist.net/images/anime/12/68991l.jpg,['Comedy'],A short film by Aoki Jun.
2118,Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,TV Special,1,Finished Airing,7.61,1640.0,6978,2,"Adventure, Comedy, Mystery",https://cdn.myanimelist.net/images/anime/1356/150509l.jpg,"['Adventure', 'Comedy', 'Mystery']",A promotional preview summary of the events in Detective Conan Movie 09: Strategy Above the Depths. Aired before the movie.
2119,"Onegai☆Teacher: Marie, Ai no Gekijou",Special,1,Finished Airing,6.68,6256.0,6369,5,"Comedy, Drama, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/10/17900l.jpg,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']","Special bundled with the DVDs. Please note that this entry doesn't include any of the official AMVs, as those don't contain any new animation."
2120,Ano Ko ni 1000%,OVA,1,Finished Airing,5.08,13686.0,10720,0,Romance,https://cdn.myanimelist.net/images/anime/8/64357l.jpg,['Romance'],"Ano Ko ni 1000% is a high school love story. Azusa Kawahara is the soccer team manager, and her love for childhood playmate Ikumi is mutual. Although the whole school knew what was happening between Azusa and Ikumi, there were rivals who came between them. (Source: Wikipedia)"
2121,Karo to Piyobupt: Ame no Hi,Movie,1,Finished Airing,5.1,13650.0,15161,0,Fantasy,https://cdn.myanimelist.net/images/anime/5/17975l.jpg,['Fantasy'],"Karo was hurrying to his house on a rainy day. Then he met a fish swimming in the air. He talked about the fish to Piyobupt but Piyobupt laughed at Karo. So they started to imagine and imagine. And outside of the window, flying fishes were enjoying the rain. (Source: Yamamura Animation)"
2122,Dragon Quest Retsuden: Roto no Monshou,Movie,1,Finished Airing,5.92,10727.0,11712,0,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/3/17980l.jpg,"['Action', 'Adventure', 'Fantasy']",The adventures of Arus's childhood.
2123,Saiyuuki: Son Gokuu Monogatari,Movie,1,Finished Airing,5.34,13126.0,13237,2,Adventure,https://cdn.myanimelist.net/images/anime/11/17996l.jpg,['Adventure'],A short film based on the classic novel Journey to the West.
2124,Mikan-bune,Movie,1,Finished Airing,4.63,14164.0,13086,1,,https://cdn.myanimelist.net/images/anime/12/17997l.jpg,[],A somewhat historical tale about a famous Japanese businessman who made his fortune by shipping oranges from the farmlands to the capital city of Edo.
2125,Doubutsu Olympic Taikai,Movie,1,Finished Airing,5.49,12639.0,13174,2,"Comedy, Sports",https://cdn.myanimelist.net/images/anime/8/85242l.jpg,"['Comedy', 'Sports']",Animals gather to compete in Olympic games. This animation was inspired by the 1928 Olympic Games held in Amsterdam.
2126,Maabou no Shounen Koukuu Tsuwamono,Movie,1,Finished Airing,6.461607080874696,18384.0,17387,0,,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,[],
2127,Kintarou Taiiku Nikki,Movie,1,Finished Airing,4.71,14104.0,15033,1,"Comedy, Sports",https://cdn.myanimelist.net/images/anime/3/18000l.jpg,"['Comedy', 'Sports']","A young man in a leotard leads a group of animals in a sumo wrestling match. The bear is the final victor of all the animals, but then loses when he must face Kintaro."
2128,Bollogi Iyagi,ONA,1,Finished Airing,5.33,13136.0,15780,0,"Avant Garde, Drama, Romance",https://cdn.myanimelist.net/images/anime/2/18010l.jpg,"['Avant Garde', 'Drama', 'Romance']","An award winning surreal stop motion anime from Korea using noodles, about a little Bologee (a so-called convex boy) who was born on the Concave Planet. He desperately wants to get to a another planet called Convex Star. When he finally manages to get there he falls in love with a girl from the Convex Planet. The people living there do not approve......"
2129,Knyacki!,TV Special,49,Finished Airing,6.461607080874696,17944.0,14290,7,"Comedy, Drama, Fantasy",https://cdn.myanimelist.net/images/anime/2/55107l.jpg,"['Comedy', 'Drama', 'Fantasy']",Two caterpillars investigate objects on a kitchen counter while searching for food. One of them finds a piece of pasta and is intrigued by the fact that there's a hole in the middle. They are having fun until a big mean caterpillar arrives. It's time for a major show down...
2130,Boku wa Kuma,Music,1,Finished Airing,5.6,0.0,12981,1,Slice of Life,https://cdn.myanimelist.net/images/anime/3/18043l.jpg,['Slice of Life'],"A stop motion animation produced by NHK. A colorful children's music video about a clumsy bear, what he is—and is not—and what he likes and dislikes."
2131,Kick Off 2002,TV,26,Finished Airing,6.461607080874696,17863.0,16096,0,Sports,https://cdn.myanimelist.net/images/anime/2/18290l.jpg,['Sports'],"A soccer animation produced for the 2002 FIFA World Cup co-hosted by Korea and Japan. The main characters are two young men, a Japanese playmaker and a Korean striker. Friendship with teammates, their growth as soccer players, etc. are drawn. (Source: Wikipedia)"
2132,Ousama no Shippo,Movie,1,Finished Airing,6.461607080874696,19392.0,17052,0,Fantasy,https://cdn.myanimelist.net/images/anime/2/18059l.jpg,['Fantasy'],
2133,Ponsuke no Udekurabe,Movie,1,Finished Airing,6.461607080874696,19572.0,17446,1,Action,https://cdn.myanimelist.net/img/sp/icon/apple-touch-icon-256.png,['Action'],
2134,Kujira (1952),Movie,1,Finished Airing,5.06,13718.0,12864,1,Fantasy,https://cdn.myanimelist.net/images/anime/1336/112595l.jpg,['Fantasy'],Remake of Oofuji's earlier film from the year 1927. (Source: AniDB)
2135,Mori no Ongakukai,Movie,1,Finished Airing,6.461607080874696,18882.0,16704,0,Comedy,https://cdn.myanimelist.net/images/anime/6/18061l.jpg,['Comedy'],"During a concert in the forest, the big bad wolf begins to annoy the other animals with his foul smoking, noisy interruptions and destruction of the grounds. The other animals band together and eject the wolf for poor manners."
2136,Hana to Chou,Movie,1,Finished Airing,5.0,13793.0,13844,0,Fantasy,https://cdn.myanimelist.net/images/anime/8/67929l.jpg,['Fantasy'],"An early color animation which uses the color to help tell the story. Three butterflies save a bird that falls out of it's nest during a rainstorm. The butterflies decide to ask the flowers for cover, but the red rose will only help the red butterfly since they are the same color. (Source: AniDB)"
2137,Onbu Obake,Movie,1,Finished Airing,6.461607080874696,19301.0,16967,0,Supernatural,https://cdn.myanimelist.net/images/anime/11/28415l.jpg,['Supernatural'],
2138,Soukou Kihei Votoms: Pailsen Files Movie,Movie,1,Finished Airing,6.56,6930.0,11810,0,Sci-Fi,https://cdn.myanimelist.net/images/anime/5/18067l.jpg,['Sci-Fi'],"Alternative release of Armored Trooper Votoms: Pailsen Files OVA. Was aired 2 years later. Created by the original staff of the series, with an all new story about the end of the 100 year war."
2139,Komadori Movie: Komaneko,Movie,1,Finished Airing,6.52,7172.0,16219,2,Slice of Life,https://cdn.myanimelist.net/images/anime/1394/112307l.jpg,['Slice of Life'],"Komaneko is the story of a very curious cat, named Koma-chan, that attempts to make her own stop motion. She deals with many challenges, but she also made some friends while creating her movie. Her curiosity makes her even more friends."
2140,Quiz Magic Academy: The Original Animation 2,OVA,1,Finished Airing,5.95,10520.0,8822,4,"Action, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/11/27241l.jpg,"['Action', 'Comedy', 'Fantasy']","Following the destruction of the magical floating device from OVA 1, the Magic Academy falls to earth, but unfortunately lands on and breaks a demon seal, releasing hundreds of ancient demons into the forest around the academy. The teachers are barely keeping the demons away and are desperately searching for the pieces of the floating device, so to earn more magic stones, all of the students from Amelia's class decide to leave the academy (even though they were told not to) to find the missing pieces."
2141,Pokemon: Pikachu Tanken Club,Special,1,Finished Airing,6.28,8669.0,7914,2,"Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/11/18114l.jpg,"['Adventure', 'Comedy', 'Fantasy']","The fourth short premiered on ANA flights on August 1, 2007. (Source: Wikipedia)"
2142,Gowapper 5 Gordam,TV,36,Finished Airing,6.06,9931.0,13342,1,"Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/3/60417l.jpg,"['Adventure', 'Sci-Fi']","Five youths from Edo City explore a strange rocky island and discover the mecha that Doctor Hoarai had been creating in order to resist the impending attack by a race of subterranean rock people. Doctor Hoarai was ridiculed by the scientific community for his predictions that such an attack would take place. The youths decide to join the doctor (who was dead but had transferred his mind into a computer) in piloting the vehicles and protecting Earth. The Gowapper 5 Gordam team is born! With the aid of the giant fighting robot Gordam, the Gowapper team under the leadership of Youko Misaki must face the hordes of the inhuman subterranean people. (Source: AniDB)"
2143,Fate/stay night TV Reproduction,OVA,2,Finished Airing,6.82,5439.0,3713,53,"Action, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/7/33537l.jpg,"['Action', 'Fantasy', 'Romance']",An edited and condensed version of the TV series.
2144,Kaitou Reinya,TV,12,Finished Airing,5.61,12229.0,9869,0,Comedy,https://cdn.myanimelist.net/images/anime/12/75516l.jpg,['Comedy'],"Reinya appears to be an ordinary girl working at a convenience store but she is in fact, the Phantom Thief Reinya. Together with her assistant Chūtarō in their secret hideout right below the local convenience store, Reinya hatches plans to steal various treasures made of gold. They face an incompetent trio of a perverted police inspector, a policewoman who is a natural airhead, and a detective totally infatuated with Reinya, all of them in a police station beside Reinya's convenience store."
2145,Umineko no Naku Koro ni Specials,Special,26,Finished Airing,6.28,8682.0,5681,21,Comedy,https://cdn.myanimelist.net/images/anime/10/18234l.jpg,['Comedy'],DVD and BD specials of Umineko no Naku Koro ni containing the parody dubbing by the original cast.
2146,Idol Ace,ONA,1,Finished Airing,5.39,12998.0,14132,1,Comedy,https://cdn.myanimelist.net/images/anime/6/18140l.jpg,['Comedy'],In summer 2005 an original promotional animation of 2.5 minutes length was produced by Shogakukan for the upcoming release of the Idol Ace manga by Adachi Mitsuru in the Weekly Young Sunday magazine. The short features the main character being recorded throughout the day by a peeping pervert. (Source: AniDB)
