id,title,type,episodes,status,score,rank,popularity,favorites,synopsis,genres,image
1379,Black Lagoon: The Second Barrage,TV,12.0,Finished Airing,8.17,465.0,434,3318,"Rokurou ""Rock"" Okajima has joined the Lagoon Company, a pirate mercenary group which operates out of Roanapur, Thailand. Despite his initial protests, this filthy slum of depraved souls and merciless criminals now serves as the former salaryman's home. Stranded, with nothing left of his past life but the clothes on his back and his inner morality, Rock is forced to perform jobs alongside the other members of the Lagoon crew. Berated for his lack of spine as he wades through the underbelly of society, he must decide whether to continue on amidst the gunfire and ruthlessness or risk everything he has in an attempt to be free. Whether he chooses the comfort of a familiar land or the freedom of being an outlaw, his decision will have lasting consequences on the crew who gave him a home.

[Written by MAL Rewrite]",Action,https://cdn.myanimelist.net/images/anime/3/83748l.jpg
1380,Black Jack,OVA,12.0,Finished Airing,7.72,1303.0,3694,390,"Kuroo Hazama, also known as ""Black Jack,"" is a legend in the medical world. Famous for being one of the best, as well as not having a license, Hazama and his assistant Pinoko save countless lives that other doctors cannot... for a price; an exorbitant price, in fact, which causes many to view the genius as greedy and heartless. Despite these claims, however, none can deny his skill and the lengths that he will go to treat his patients. This dark medical drama tells the story of the ominous and mysterious world of underground medicine as Black Jack risks his life to cure some of the most bizarre diseases imaginable, even if it means breaking every law in the process.

[Written by MAL Rewrite]","Drama, Mystery, Suspense",https://cdn.myanimelist.net/images/anime/5/12978l.jpg
1381,Black Jack the Movie,Movie,1.0,Finished Airing,7.33,2788.0,5951,42,"Joe Carol Brane attempts to hire Dr. Black Jack on a breed of superhumans that have the strength, intellectual, athletic, and artistic skills with great excel in different fields, only to later find out that they start deteriorating after some period of time and causing an untimely death. Joe needs Dr. Black Jack's help on finding a cure. 

(Source: ANN)","Award Winning, Drama",https://cdn.myanimelist.net/images/anime/1868/134318l.jpg
1382,Fuujin Monogatari,TV,13.0,Finished Airing,7.21,3448.0,5236,138,"Nao, an 8th grader, is one of the only two members of a Digital Camera Club, where she also serves as the manager. It's a mystery that she shoots nothing else but the skies and clouds. One day, she finds a cat on a rooftop where she usually shoots her camera. It's a cat that knows how to manipulate the flow of a wind. Shocked to find a strange animal, Nao loses her footing and falls off from the rooftop!

Miki is the other member of the club, and also Nao's best friend. Mr. Taiki is the teacher who's taught the cat how to manipulate the flow of a wind. Ryoko is a girl who has a huge crush on Mr. Taiki. And there's Jun, who helps Nao and Miki look for a cat that can fly. Then, there's Yukio, who is the widow of Mr. Taiki's deceased brother.

On the outskirts of this big city, a town off the ""Wind Handlers,"" has been formed—and a mysterious Wind Festival is about to begin...

(Source: Production I.G)","Slice of Life, Supernatural",https://cdn.myanimelist.net/images/anime/4/50349l.jpg
1383,Pokemon Crystal: Raikou Ikazuchi no Densetsu,TV Special,1.0,Finished Airing,6.83,5396.0,4854,9,"Kenta, a Pokemon master in the making, meets up with his childhood friend, Marina, at a Pokemon Center, to see how their skills have developed. Their battle is interrupted by a thunderstorm and the arrival of Bashou and Buson, two Roketto-Dan members using the Crystal System (which attracts Electric-type Pokemon). Their ultimate goal is to, under the guidance of Shiranui-hakase, bring Pokemon back to Sakaki. Kenta and Marina stumble upon this plan, and they try to stop it, but things get more difficult when the legendary Pokemon Raikou is captured.

(Source: ANN)","Action, Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/5/21488l.jpg
1384,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,Movie,1.0,Finished Airing,7.34,2757.0,1997,123,"A long time ago, the people of Camaron Palace found themselves on the brink of destruction. Fortunately, they escaped it when Sir Aaron, the True Guardian of Aura, saved them. He sacrificed himself to stop a war between kingdoms. From that day on, a tournament is held every year to commemorate his noble deed.

Satoshi, a budding Pokémon trainer from Kanto, manages to win the latest tournament and is allowed to wield a staff said to have belonged to Sir Aaron himself. Lucario, the Aura Pokémon—who is also the servant of the True Guardian—emerges from the staff. However, remembering his last memory of his master abandoning him, Lucario runs away in confusion. 

Meanwhile, Pikachu, Satoshi's companion, is abruptly taken by a Pokémon named Mew to the legendary Tree of Beginning. Only Lucario knows the way there, but he is unwilling to trust humans after his master's betrayal. Even so, to save his partner, Satoshi and his companions must acquire all the help they need and travel to the Tree of Beginning, unfolding hidden truths from centuries ago.

[Written by MAL Rewrite]","Action, Adventure, Drama, Fantasy",https://cdn.myanimelist.net/images/anime/6/79257l.jpg
1385,Pokemon: Senritsu no Mirage Pokemon,ONA,1.0,Finished Airing,6.51,7265.0,4244,3,"Dr. Yung, an enigmatic Pokémon scientist, has developed a new Mirage system that uses computer data to resurrect extinct Pokémon, like Kabutops and Armaldo. Professor Oak, Ash and his companions show up at the Mirage Mansion at Dr. Yung's invitation, and watch a demonstration of the machine's capabilities. In the middle of a battle between Dr. Yung's Mirage Pokémon and Ash, the machine goes haywire and a Mirage Aerodactyl swoops in and kidnaps Dr. Yung. A man calling himself ""The Mirage Master"" appears and announces to everyone that the Mirage System can be used to create Pokémon with absolutely no weaknesses. Ash, Misty, and Professor Oak struggle to stop the madman and escape with their lives.

(Source: ANN)","Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/1471/108232l.jpg
1386,Bishoujo Yuugekitai Battle Skipper,OVA,3.0,Finished Airing,5.16,13523.0,11060,1,"Despite the title, this is not a feature but the three-part OAV Battle Skipper (1995), which Takashi Watanabe directed before going on to Slayers. 

When the members of the Etiquette Club at St. Ignacio's School for Girls go down the tubes--literally--they acquire the skimpy outfits they wear to pilot the unfortunately named BSs or Battle Skippers, state-of-the-art military mecha. As ""Extars,"" the Etiquette Club members fight to eliminate evil from the world, which means the bizarre schemes of Sayaka, the nasty, super-rich president of the rival Debutante Club, and her flunky, Todo. 

The series was created to promote a line of robot toys from Tomy, and viewers who are willing to accept high school girls' quarrels escalating into battles involving satellite weaponry may enjoy these silly adventures.

(Source: AniDB)","Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1851/96471l.jpg
1387,De:vadasy,OVA,3.0,Finished Airing,4.57,14211.0,9968,0,"For young men like Kei, life is still plagued by nothing but homework and girl trouble. When an unknown force besieges Earth with robotic war machines, however, it is Kei who is chosen to defend the human race.",Ecchi,https://cdn.myanimelist.net/images/anime/1378/91079l.jpg
1388,Kanon (2006),TV,24.0,Finished Airing,7.94,790.0,944,4491,"As a young child, Aizawa Yuuichi had often visited his cousin in the city; however, something drastic happened to keep him away for seven long years. Now, Yuuichi returns, his memories of those days are simply gone.

Settling into the wintry town, Yuuichi comes across several young girls, all of whom are connected to his past. As he befriends them and continues to interact with them, the long forgotten memories from his childhood begin to resurface...

[Written by MAL Rewrite]","Drama, Romance, Supernatural",https://cdn.myanimelist.net/images/anime/1362/128746l.jpg
1389,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,OVA,1.0,Finished Airing,7.13,3867.0,4163,20,"Yuji and Shana's class go on a trip to see various temples and shrines, followed by a trip to a hot springs resort. During the trip, Matake Ogata tries to tell Eita Tanaka her feelings for him, but various complications and hijinks occur that prevent her from doing so.","Comedy, Fantasy, Romance, Ecchi",https://cdn.myanimelist.net/images/anime/1710/120194l.jpg
1390,Suki na Mono wa Suki Dakara Shou ga Nai!!,TV,12.0,Finished Airing,6.62,6575.0,3422,234,"Hashiba Sora has fallen from a 4th story window and has lost all of his memories. When Fujimori Sunao comes to his school as his new room mate, Fujimori tells Hashiba that he is called Ran. Fujimori and Hashiba both have a split personality which they developed in their youth. Their split personalities, Yoru and Ran, are deeply in love. Even though it creeps Fujimori and Hashiba out what their other selves do with each other at night, they also start to fall for each other. Because of their relationship, Hashiba Sora finds out a lot of shocking facts about their youth.","Boys Love, Comedy, Drama",https://cdn.myanimelist.net/images/anime/7/85449l.jpg
1391,Ai Tenshi Densetsu Wedding Peach,TV,51.0,Finished Airing,6.74,5836.0,4862,147,"There are three known worlds—the human world, the angel world, and the devil world. The evil queen Raindevilla yearns to destroy the angel world with help or her many devil minions. The goddess Aphrodite sends an angel to the human world, Limone, to summon three love angels in the form of three school girls, Momoko Hanasaki, Yuri Tanima, and Hinagiku Tamano, who together become Angel Lilly, Angel Daisy, and Wedding Peach. The three girls must fight to overcome the evils of the devils, as well as their own lives, and restore peace to the angel world by gathering all pieces of the Sacred Four Somethings (or Saint Something Four) and defeat the evil queen once and for all.

(Source: ANN)","Comedy, Romance",https://cdn.myanimelist.net/images/anime/7/20446l.jpg
1392,Futari wa Precure: Splash☆Star,TV,49.0,Finished Airing,7.19,3560.0,5829,89,"During the summer festival five years ago, two girls met at a mysterious tree and saw two glowing spheres. Now, these two girls--Saki Hyuuga, ace pitcher on the school softball team; and Mai Mishou, who prefers sketching over stargazing--are chosen by the spirits of flowers (Flappy) and birds (Choppy) to restore the Seven Fountains and save their worlds from Dark Autumn. Together, they are the NEW Pretty Cure.

(Source: ANN)","Action, Comedy",https://cdn.myanimelist.net/images/anime/3/7534l.jpg
